TIMESTAMP,Rain_mm_Tot,Rain_cm_Tot
2024-07-08 00:00:00,48.006,4.8006
2024-07-09 00:00:00,0,0
2024-07-10 00:00:00,0,0
2024-07-11 00:00:00,0,0
2024-07-12 00:00:00,0,0
2024-07-13 00:00:00,0,0
2024-07-14 00:00:00,0,0
2024-07-15 00:00:00,0,0
2024-07-16 00:00:00,0,0
2024-07-17 00:00:00,6.858,0.6858
2024-07-18 00:00:00,52.322,5.2322
2024-07-19 00:00:00,0,0
2024-07-20 00:00:00,0,0
2024-07-21 00:00:00,0.254,0.0254
2024-07-22 00:00:00,6.35,0.635
2024-07-23 00:00:00,8.89,0.889
2024-07-24 00:00:00,0.254,0.0254
2024-07-25 00:00:00,0,0
2024-07-26 00:00:00,0,0
2024-07-27 00:00:00,0,0
2024-07-28 00:00:00,0,0
2024-07-29 00:00:00,0,0
2024-07-30 00:00:00,0,0
2024-07-31 00:00:00,0,0
2024-08-01 00:00:00,0,0
2024-08-02 00:00:00,0,0
2024-08-03 00:00:00,0,0
2024-08-04 00:00:00,0,0
2024-08-05 00:00:00,0,0
2024-08-06 00:00:00,0,0
2024-08-07 00:00:00,0,0
2024-08-08 00:00:00,0,0
2024-08-09 00:00:00,0,0
2024-08-10 00:00:00,0,0
2024-08-11 00:00:00,0,0
2024-08-12 00:00:00,0,0
2024-08-13 00:00:00,0,0
2024-08-14 00:00:00,0,0
2024-08-15 00:00:00,0,0
2024-08-16 00:00:00,0,0
2024-08-17 00:00:00,0,0
2024-08-18 00:00:00,0.085,0.0085
2024-08-19 00:00:00,0.017,0.0017
2024-08-20 00:00:00,0,0
2024-08-21 00:00:00,0,0
2024-08-22 00:00:00,0,0
2024-08-23 00:00:00,2.057,0.2057
2024-08-24 00:00:00,0.136,0.0136
2024-08-25 00:00:00,0,0
2024-08-26 00:00:00,0.068,0.0068
2024-08-27 00:00:00,4.063,0.4063
2024-08-28 00:00:00,0.119,0.0119
2024-08-29 00:00:00,12.07,1.207
2024-08-30 00:00:00,0.068,0.0068
2024-08-31 00:00:00,0.425,0.0425
2024-09-01 00:00:00,0.068,0.0068
2024-09-02 00:00:00,7.174,0.7174
2024-09-03 00:00:00,0,0
2024-09-04 00:00:00,0,0
2024-09-05 00:00:00,0,0
2024-09-06 00:00:00,0.034,0.0034
2024-09-07 00:00:00,0,0
2024-09-08 00:00:00,0.051,0.0051
2024-09-09 00:00:00,0.051,0.0051
2024-09-10 00:00:00,0,0
2024-09-11 00:00:00,4.675,0.4675
2024-09-12 00:00:00,0.221,0.0221
2024-09-13 00:00:00,0.119,0.0119
2024-09-14 00:00:00,0,0
2024-09-15 00:00:00,0,0
2024-09-16 00:00:00,0.102,0.0102
2024-09-17 00:00:00,0.085,0.0085
2024-09-18 00:00:00,0.102,0.0102
2024-09-19 00:00:00,0,0
2024-09-20 00:00:00,0,0
2024-09-21 00:00:00,0.017,0.0017
2024-09-22 00:00:00,0,0
2024-09-23 00:00:00,2.414,0.2414
2024-09-24 00:00:00,2.125,0.2125
2024-09-25 00:00:00,13.481,1.3481
2024-09-26 00:00:00,0.085,0.0085
2024-09-27 00:00:00,0.017,0.0017
2024-09-28 00:00:00,0,0
2024-09-29 00:00:00,0,0
2024-09-30 00:00:00,0.017,0.0017
