"DateTime","Ensemble ET","Precip (gridMET)",
"2024-04-17 00:00:00",3.462,0,
"2024-04-18 00:00:00",4.157,0,
"2024-04-19 00:00:00",2.84,1.2,
"2024-04-20 00:00:00",1.084,24.3,
"2024-04-21 00:00:00",3.081,0,
"2024-04-22 00:00:00",3.575,0,
"2024-04-23 00:00:00",3.704,0,
"2024-04-24 00:00:00",3.647,0,
"2024-04-25 00:00:00",3.584,0,
"2024-04-26 00:00:00",3.775,0,
"2024-04-27 00:00:00",5.248,0,
"2024-04-28 00:00:00",2.059,48.068,
"2024-04-29 00:00:00",3.891,0,
"2024-04-30 00:00:00",4.434,0,
"2024-05-01 00:00:00",3.921,16.29,
"2024-05-02 00:00:00",3.17,9.828,
"2024-05-03 00:00:00",3.247,0,
"2024-05-04 00:00:00",3.655,54.443,
"2024-05-05 00:00:00",3.294,3.59,
"2024-05-06 00:00:00",3.864,0,
"2024-05-07 00:00:00",4.54,0,
"2024-05-08 00:00:00",3.852,0,
"2024-05-09 00:00:00",3.298,0.207,
"2024-05-10 00:00:00",4.713,0,
"2024-05-11 00:00:00",3.611,3.254,
"2024-05-12 00:00:00",1.422,42.011,
"2024-05-13 00:00:00",3.214,0.124,
"2024-05-14 00:00:00",4.706,0,
"2024-05-15 00:00:00",4.932,0,
"2024-05-16 00:00:00",2.275,16.4,
"2024-05-17 00:00:00",4.069,0,
"2024-05-18 00:00:00",4.74,0,
"2024-05-19 00:00:00",4.996,0,
"2024-05-20 00:00:00",5.341,0,
"2024-05-21 00:00:00",5.212,0,
"2024-05-22 00:00:00",3.898,9.785,
"2024-05-23 00:00:00",2.978,9.672,
"2024-05-24 00:00:00",4.381,4.229,
"2024-05-25 00:00:00",4.926,0.093,
"2024-05-26 00:00:00",5.117,0,
"2024-05-27 00:00:00",5.615,3.903,
"2024-05-28 00:00:00",2.807,22.457,
"2024-05-29 00:00:00",4.299,2.407,
"2024-05-30 00:00:00",3.306,51.683,
"2024-05-31 00:00:00",3.772,1.683,
"2024-06-01 00:00:00",3.954,7.461,
"2024-06-02 00:00:00",4.24,50.904,
"2024-06-03 00:00:00",3.98,0.769,
"2024-06-04 00:00:00",3.899,31.345,
"2024-06-05 00:00:00",4.179,7.848,
"2024-06-06 00:00:00",5.622,0,
"2024-06-07 00:00:00",5.535,0,
"2024-06-08 00:00:00",5.88,0,
"2024-06-09 00:00:00",5.448,0,
"2024-06-10 00:00:00",3.778,12.975,
"2024-06-11 00:00:00",3.685,0.838,
"2024-06-12 00:00:00",4.176,0,
"2024-06-13 00:00:00",5.186,0,
"2024-06-14 00:00:00",5.532,0,
"2024-06-15 00:00:00",5.445,0,
"2024-06-16 00:00:00",5.385,0,
"2024-06-17 00:00:00",5.903,0,
"2024-06-18 00:00:00",5.271,0,
"2024-06-19 00:00:00",3.742,0.4,
"2024-06-20 00:00:00",4.838,0,
"2024-06-21 00:00:00",5.097,0,
"2024-06-22 00:00:00",5.528,0,
"2024-06-23 00:00:00",5.787,0,
"2024-06-24 00:00:00",6.045,0,
"2024-06-25 00:00:00",6.131,0,
"2024-06-26 00:00:00",5.413,2.986,
"2024-06-27 00:00:00",5.326,0,
"2024-06-28 00:00:00",6.611,0,
"2024-06-29 00:00:00",6.713,0,
"2024-06-30 00:00:00",6.015,0,
"2024-07-01 00:00:00",6.053,0,
"2024-07-02 00:00:00",6.561,0,
"2024-07-03 00:00:00",6.55,0,
"2024-07-04 00:00:00",6.308,0,
"2024-07-05 00:00:00",5.386,0.438,
"2024-07-06 00:00:00",5.741,0,
"2024-07-07 00:00:00",4.659,15.976,
"2024-07-08 00:00:00",1.556,52.897,
"2024-07-09 00:00:00",5.545,0,
"2024-07-10 00:00:00",5.556,0,
"2024-07-11 00:00:00",5.568,0,
"2024-07-12 00:00:00",5.258,0,
"2024-07-13 00:00:00",4.832,0,
"2024-07-14 00:00:00",5.953,0,
"2024-07-15 00:00:00",6.694,0,
"2024-07-16 00:00:00",6.769,0,
"2024-07-17 00:00:00",5.522,71.608,
"2024-07-18 00:00:00",4.264,0.4,
"2024-07-19 00:00:00",5.219,0,
"2024-07-20 00:00:00",5.141,0,
"2024-07-21 00:00:00",4.441,3.083,
"2024-07-22 00:00:00",2.937,14.791,
"2024-07-23 00:00:00",2.257,17.161,
"2024-07-24 00:00:00",4.853,11.373,
"2024-07-25 00:00:00",2.803,2.505,
"2024-07-26 00:00:00",4.396,0.4,
"2024-07-27 00:00:00",5.574,0,
"2024-07-28 00:00:00",5.675,0.855,
"2024-07-29 00:00:00",6.319,0,
"2024-07-30 00:00:00",6.651,0,
"2024-07-31 00:00:00",6.713,0,
"2024-08-01 00:00:00",6.415,0,
"2024-08-02 00:00:00",6.21,0.155,
"2024-08-03 00:00:00",5.918,0,
"2024-08-04 00:00:00",5.92,0,
"2024-08-05 00:00:00",5.692,0,
"2024-08-06 00:00:00",5.755,0,
"2024-08-07 00:00:00",5.643,0,
"2024-08-08 00:00:00",5.964,0,
"2024-08-09 00:00:00",5.851,0,
"2024-08-10 00:00:00",5.74,0,
"2024-08-11 00:00:00",5.8,0,
"2024-08-12 00:00:00",5.97,0,
"2024-08-13 00:00:00",6.086,0,
"2024-08-14 00:00:00",6.143,0,
"2024-08-15 00:00:00",6.262,0,
"2024-08-16 00:00:00",6.371,0,
"2024-08-17 00:00:00",5.759,0,
"2024-08-18 00:00:00",5.708,0,
"2024-08-19 00:00:00",5.579,0,
"2024-08-20 00:00:00",5.5,0,
"2024-08-21 00:00:00",5.679,0,
"2024-08-22 00:00:00",5.239,0,
"2024-08-23 00:00:00",4.222,2.986,
"2024-08-24 00:00:00",4.612,0,
"2024-08-25 00:00:00",4.395,0.907,
"2024-08-26 00:00:00",3.969,0,
"2024-08-27 00:00:00",4.122,1.79,
"2024-08-28 00:00:00",4.301,2.557,
"2024-08-29 00:00:00",3.324,5.035,
"2024-08-30 00:00:00",3.871,0,
"2024-08-31 00:00:00",3.429,0,
"2024-09-01 00:00:00",3.107,0.4,
"2024-09-02 00:00:00",3.239,1.707,
"2024-09-03 00:00:00",3.075,0.124,
"2024-09-04 00:00:00",3,0,
"2024-09-05 00:00:00",2.858,0,
"2024-09-06 00:00:00",2.942,0,
"2024-09-07 00:00:00",4.349,0,
"2024-09-08 00:00:00",4.215,0,
"2024-09-09 00:00:00",4.189,0,
"2024-09-10 00:00:00",4.303,0,
"2024-09-11 00:00:00",3.228,3.962,
"2024-09-12 00:00:00",3.228,0.769,
"2024-09-13 00:00:00",4.085,0,
"2024-09-14 00:00:00",4.596,0,
"2024-09-15 00:00:00",4.68,0,
"2024-09-16 00:00:00",4.405,0,
"2024-09-17 00:00:00",4.167,0,
"2024-09-18 00:00:00",4.227,0,
"2024-09-19 00:00:00",4.445,0,
"2024-09-20 00:00:00",4.345,0,
"2024-09-21 00:00:00",4.712,0,
"2024-09-22 00:00:00",4.657,2.362,
"2024-09-23 00:00:00",2.454,2.117,
"2024-09-24 00:00:00",3.235,11.674,
"2024-09-25 00:00:00",2.545,2.172,
"2024-09-26 00:00:00",3.549,0,
"2024-09-27 00:00:00",3.87,0,
"2024-09-28 00:00:00",4.038,0,
"2024-09-29 00:00:00",3.439,0,
"2024-09-30 00:00:00",2.952,0,
"2024-10-01 00:00:00",3.522,0,
"2024-10-02 00:00:00",3.379,0,
"2024-10-03 00:00:00",3.345,0,
"2024-10-04 00:00:00",3.221,0,
"2024-10-05 00:00:00",3.096,0,
"2024-10-06 00:00:00",3.039,0,
"2024-10-07 00:00:00",3.329,0,
"2024-10-08 00:00:00",3.202,0,
"2024-10-09 00:00:00",3.053,0,
"2024-10-10 00:00:00",3.468,0,
"2024-10-11 00:00:00",3.694,0,
"2024-10-12 00:00:00",4.107,0,
"2024-10-13 00:00:00",4.219,0,
"2024-10-14 00:00:00",2.916,0,
"2024-10-15 00:00:00",3.744,0,
"2024-10-16 00:00:00",3.185,0,
"2024-10-17 00:00:00",2.766,0,
"2024-10-18 00:00:00",2.979,0,
"2024-10-19 00:00:00",2.776,0,
"2024-10-20 00:00:00",2.711,0,
"2024-10-21 00:00:00",2.786,0,
"2024-10-22 00:00:00",2.791,0,
"2024-10-23 00:00:00",3.076,0,
"2024-10-24 00:00:00",3.431,0,
"2024-10-25 00:00:00",3.157,0,
"2024-10-26 00:00:00",2.33,0,
"2024-10-27 00:00:00",2.537,0,
"2024-10-28 00:00:00",3.65,0,
"2024-10-29 00:00:00",4.444,0,
"2024-10-30 00:00:00",4.038,14.629,
"2024-10-31 00:00:00",1.583,14.645,
"2024-11-01 00:00:00",2.01,0.369,
"2024-11-02 00:00:00",2.636,1.338,
"2024-11-03 00:00:00",3.545,0.562,
"2024-11-04 00:00:00",2.843,56.979,
"2024-11-05 00:00:00",1.28,0.7,
"2024-11-06 00:00:00",2.098,0,
"2024-11-07 00:00:00",1.73,0,
"2024-11-08 00:00:00",1.203,34.995,
"2024-11-09 00:00:00",1.828,0,
"2024-11-10 00:00:00",1.941,0,
"2024-11-11 00:00:00",2.24,0,
"2024-11-12 00:00:00",2.228,0,
"2024-11-13 00:00:00",2.675,0,
"2024-11-14 00:00:00",2.052,0,
"2024-11-15 00:00:00",2.041,0,
"2024-11-16 00:00:00",1.955,0.4,
"2024-11-17 00:00:00",1.996,11.721,
"2024-11-18 00:00:00",0.87,4.707,
"2024-11-19 00:00:00",2.123,0,
"2024-11-20 00:00:00",2.502,0,
"2024-11-21 00:00:00",2.195,0,
"2024-11-22 00:00:00",1.869,0,
"2024-11-23 00:00:00",2.243,0,
"2024-11-24 00:00:00",2.446,0,
"2024-11-25 00:00:00",1.623,0,
"2024-11-26 00:00:00",1.494,0,
"2024-11-27 00:00:00",2.606,0,
"2024-11-28 00:00:00",1.534,0,
"2024-11-29 00:00:00",1.636,0,
"2024-11-30 00:00:00",1.367,0,
"2024-12-01 00:00:00",1.343,0,
"2024-12-02 00:00:00",1.329,0,
"2024-12-03 00:00:00",1.624,2.588,
"2024-12-04 00:00:00",0.781,39.721,
"2024-12-05 00:00:00",1.417,0,
"2024-12-06 00:00:00",1.147,1.007,
"2024-12-07 00:00:00",0.567,6.876,
"2024-12-08 00:00:00",0.499,2.986,
"2024-12-09 00:00:00",1.811,0,
"2024-12-10 00:00:00",1.139,0,
"2024-12-11 00:00:00",1.386,0,
"2024-12-12 00:00:00",1.728,0,
"2024-12-13 00:00:00",1.06,4.538,
"2024-12-14 00:00:00",1.536,3.269,
"2024-12-15 00:00:00",1.805,0.569,
"2024-12-16 00:00:00",1.744,0,
"2024-12-17 00:00:00",1.593,1.893,
"2024-12-18 00:00:00",0.981,0.662,
"2024-12-19 00:00:00",0.859,0,
"2024-12-20 00:00:00",1.443,0,
"2024-12-21 00:00:00",1.179,0,
"2024-12-22 00:00:00",1.459,0,
"2024-12-23 00:00:00",1.686,0,
"2024-12-24 00:00:00",1.253,37.943,
"2024-12-25 00:00:00",0.722,0.4,
"2024-12-26 00:00:00",0.67,10.731,
"2024-12-27 00:00:00",1.514,0,
"2024-12-28 00:00:00",0.772,59.434,
"2024-12-29 00:00:00",1.059,0,
"2024-12-30 00:00:00",2.449,0,
"2024-12-31 00:00:00",1.127,0,
